objectid,filename,originalfile,title,type,species,varieties,features,accessory,identifier,altitudeid,date,description,season,subject,location,latitude,longitude,imagetype,format,language,creator,rights,rightsstatement
coll159,IMGP6833_161_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll160,IMGP6840_162_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll161,IMGP6846_163_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll162,IMGP6886_164_CN_2022.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll163,IMGP6896_165_CN_2022.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll164,IMGP6915_166_CN_Calvus_2022.png,,Cumulonimbus,Cumulonimbus,Calvus,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll165,IMGP6921_167_CN_Capillatus_Incus_2022.png,,Cumulonimbus,Cumulonimbus,Capillatus,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll166,IMGP6924_168_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll167,IMGP6925_169_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll168,IMGP6927_170_CN_Incus_2022.png,,Cumulonimbus,Cumulonimbus,,,Incus,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll169,IMGP6929_171_Cirrus_Fibratus_2022.png,,Cirrus,Cirrus,Fibratus,,,,,High,2022,"Detached clouds in the form of white, delicate filaments or white or mostly white patches or narrow bands. These clouds have a fibrous (hair-like) appearance, or a silky sheen, or both.",Winter (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll170,IMGP6947_172_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll171,IMGP6954_173_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll172,IMGP6964_174_Stratocumulus_2022.png,,Stratocumulus,Stratocumulus,,,,,,Low,2022,"Grey or whitish, or both grey and whitish, patch, sheet or layer of cloud that almost always has dark parts, composed of tessellations, rounded masses, rolls, etc., which are non-fibrous (except for virga) and which may or may not be merged; most of the regularly arranged small elements have an apparent width of more than 18",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll173,IMGP7056_175_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll174,IMGP7120_178_Stratocumulus_2022.png,,Stratocumulus,Stratocumulus,,,,,,Low,2022,"Grey or whitish, or both grey and whitish, patch, sheet or layer of cloud that almost always has dark parts, composed of tessellations, rounded masses, rolls, etc., which are non-fibrous (except for virga) and which may or may not be merged; most of the regularly arranged small elements have an apparent width of more than 19",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll175,IMGP7166_179_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll176,IMGP7192_180_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll177,IMGP7210_181_C_Cong_2022.png,,Cumulos,Cumulos,Congestus,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll178,IMGP7317_183_CN_2022.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll179,IMGP7352_184_CN_2022.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll180,IMGP7629_190_Stratocumulus_2022.png,,Stratocumulus,Stratocumulus,,,,,,Low,2022,"Grey or whitish, or both grey and whitish, patch, sheet or layer of cloud that almost always has dark parts, composed of tessellations, rounded masses, rolls, etc., which are non-fibrous (except for virga) and which may or may not be merged; most of the regularly arranged small elements have an apparent width of more than 20",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll181,IMGP7647_191_CN_Praecipitatio_Murus_2022.png,,Cumulonimbus,Cumulonimbus,,,Praecipitatio,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll182,IMGP7650_192_CN_Praecipitatio_Murus_2022.png,,Cumulonimbus,Cumulonimbus,,,Praecipitatio,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll183,IMGP7658_193_CN_Praecipitatio_2022.png,,Cumulonimbus,Cumulonimbus,,,Praecipitatio,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll184,IMGP7671_194_CN_Capillatus_2022.png,,Cumulonimbus,Cumulonimbus,Capillatus,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll185,P1110390_176_Stratocumulus_2022.png,,Stratocumulus,Stratocumulus,,,,,,Low,2022,"Grey or whitish, or both grey and whitish, patch, sheet or layer of cloud that almost always has dark parts, composed of tessellations, rounded masses, rolls, etc., which are non-fibrous (except for virga) and which may or may not be merged; most of the regularly arranged small elements have an apparent width of more than 21",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll186,P1110456_177_Stratocumulus_2022.png,,Stratocumulus,Stratocumulus,,,,,,Low,2022,"Grey or whitish, or both grey and whitish, patch, sheet or layer of cloud that almost always has dark parts, composed of tessellations, rounded masses, rolls, etc., which are non-fibrous (except for virga) and which may or may not be merged; most of the regularly arranged small elements have an apparent width of more than 22",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll187,P1110720_182_CN_Calvus_2022.png,,Cumulonimbus,Cumulonimbus,Calvus,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll188,P1110770_185_CN_Calvus_2022.png,,Cumulonimbus,Cumulonimbus,Calvus,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll189,P1110771_186_CN_Calvus_2022.png,,Cumulonimbus,Cumulonimbus,Calvus,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll190,P1110775_188_CN_Calvus_2022.png,,Cumulonimbus,Cumulonimbus,Calvus,,,,,Multiple,2022,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll191,P1110785_189_C_Med_2022.png,,Cumulos,Cumulos,Mediocris,,,,,Low,2022,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll192,KPIM0781_222_Stratucumulus_2023.png,,Stratocumulus,Stratocumulus,,,,,,Low,2023,"Grey or whitish, or both grey and whitish, patch, sheet or layer of cloud that almost always has dark parts, composed of tessellations, rounded masses, rolls, etc., which are non-fibrous (except for virga) and which may or may not be merged; most of the regularly arranged small elements have an apparent width of more than 23",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll193,IMGP5330_196_Stratocumulus_2023.png,,Stratocumulus,Stratocumulus,,,,,,Low,2023,"Grey or whitish, or both grey and whitish, patch, sheet or layer of cloud that almost always has dark parts, composed of tessellations, rounded masses, rolls, etc., which are non-fibrous (except for virga) and which may or may not be merged; most of the regularly arranged small elements have an apparent width of more than 24",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll194,IMGP5391_197_C_Cong_2023.png,,Cumulos,Cumulos,Congestus,,,,,Low,2023,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll195,IMGP5424_198_CN_2023.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll196,IMGP5474_199_CN_Capillatus_Incus_2023.png,,Cumulonimbus,Cumulonimbus,Capillatus,,Incus,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll197,IMGP5573_200_CN_2023.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll198,IMGP5843_201_CN_Capillatus_Incus_2023.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll199,KPIM0093_209_CN_2023.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll200,KPIM0142_210_CN_2023.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll201,KPIM0322_212_C_Cong_2023.png,,Cumulos,Cumulos,Congestus,,,,,Low,2023,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll202,KPIM0369_213_C_Cong_2023.png,,Cumulos,Cumulos,Congestus,,,,,Low,2023,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll203,KPIM0390_214_C_Cong_2023.png,,Cumulos,Cumulos,Congestus,,,,,Low,2023,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll204,KPIM0498_215_C_Cong_2023.png,,Cumulos,Cumulos,Congestus,,,,,Low,2023,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll205,KPIM0499_216_C_Cong_2023.png,,Cumulos,Cumulos,Congestus,,,,,Low,2023,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll206,KPIM0506_217_C_Cong_2023.png,,Cumulos,Cumulos,Congestus,,,,,Low,2023,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll207,KPIM0567_218_CN_Calvus_2023.png,,Cumulonimbus,Cumulonimbus,Calvus,,,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll208,KPIM0723_220_CN_2023.png,,Cumulonimbus,Cumulonimbus,,,,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll209,KPIM0817_223_CN_Capillatus_Incus_2023.png,,Cumulonimbus,Cumulonimbus,Capillatus,,Incus,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll210,P1120193_195_C_Med_2023.png,,Cumulos,Cumulos,Mediocris,,,,,Low,2023,"Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower. The sunlit parts of these clouds are mostly brilliant white; their base is relatively dark and nearly horizontal.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll211,P1120977_206_CN_Capillatus_Incus_2023.png,,Cumulonimbus,Cumulonimbus,Capillatus,,Incus,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll212,P1130231_219_CN_Capillatus_2023.png,,Cumulonimbus,Cumulonimbus,Capillatus,,,,,Multiple,2023,"Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. At least part of its upper portion is usually smooth, or fibrous or striated, and nearly always flattened; this part often spreads out in the shape of an anvil or vast plume.",Summer (Tropical region),,"Guadalajara Jalisco, México",20.659698,-103.349609,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
